1,-74.01734,40.70845
2,-74.01546,40.71586
3,-74.02046,40.68891
4,-74.01206,40.70414
5,-74.00813,40.70574
6,-74.01066,40.7078
7,-74.01411,40.70802
8,-74.01205,40.71168
9,-74.01187,40.71543
10,-74.00906,40.71408
11,-74.01052,40.72108
12,-74.00713,40.70852
13,-74.00473,40.70992
14,-73.99969,40.71578
15,-74.00254,40.71217
16,-74.00567,40.71397
17,-74.0026,40.71743
18,-74.00753,40.72064
19,-74.00561,40.71828
20,-73.99711,40.71956
21,-73.99971,40.72098
22,-74.00313,40.7228
23,-74.00077,40.7255
24,-73.99583,40.72371
25,-73.99987,40.73044
26,-73.9974,40.72812
27,-74.00584,40.72634
28,-74.00927,40.72723
29,-74.00445,40.73084
30,-74.0088,40.73127
31,-74.00728,40.74694
32,-73.99279,40.72985
33,-73.99429,40.72662
34,-73.99494,40.73175
35,-73.99275,40.73417
36,-73.99724,40.73488
37,-74.00027,40.73586
38,-74.00439,40.73451
39,-74.00837,40.73496
40,-74.00367,40.73843
41,-74.008,40.73915
42,-73.99894,40.71081
43,-73.99943,40.71294
44,-73.99496,40.71237
45,-73.98947,40.71201
46,-73.98655,40.71301
47,-73.98192,40.71249
48,-73.99376,40.71632
49,-73.98782,40.71558
50,-73.97693,40.72099
51,-73.98168,40.72159
52,-73.9805,40.72296
53,-73.97918,40.72475
54,-73.99128,40.71937
55,-73.98641,40.7179
56,-73.97868,40.71494
57,-73.97813,40.71788
58,-73.98264,40.71627
59,-73.98244,40.71942
60,-73.97472,40.72176
61,-73.97739,40.72722
62,-73.982,40.72931
63,-73.98738,40.72132
64,-73.99172,40.72252
65,-73.98898,40.72775
66,-73.99068,40.72496
67,-73.98657,40.73106
68,-73.98985,40.73224
69,-73.98426,40.72588
70,-73.98642,40.72324
71,-73.9993,40.74007
72,-73.99759,40.74237
73,-74.00506,40.74229
74,-74.00324,40.74468
75,-73.99577,40.74486
76,-74.00141,40.74719
77,-74.00441,40.75248
78,-73.99952,40.74972
79,-73.99773,40.75218
80,-73.99588,40.75463
81,-73.99665,40.76303
82,-73.99366,40.76022
83,-73.99082,40.75907
84,-73.99178,40.76274
85,-73.98897,40.76157
86,-73.98814,40.76775
87,-73.98533,40.76659
88,-73.98778,40.73638
89,-73.99097,40.73776
90,-73.98472,40.74066
91,-73.9879,40.74198
92,-73.99109,40.74333
93,-73.98146,40.74507
94,-73.98467,40.74637
95,-73.98785,40.74772
96,-73.99207,40.74985
97,-73.98144,40.75074
98,-73.98466,40.75207
99,-73.99025,40.75231
100,-73.98843,40.75481
101,-73.97424,40.75344
102,-73.97621,40.75402
103,-73.9774,40.75516
104,-73.97907,40.75545
105,-73.98054,40.75769
106,-73.98216,40.75548
107,-73.98516,40.75673
108,-73.98798,40.7579
109,-73.98613,40.7604
110,-73.9833,40.75924
111,-73.99391,40.7474
112,-73.97184,40.75817
113,-73.97425,40.75917
114,-73.97585,40.75985
115,-73.97825,40.76082
116,-73.98434,40.76289
117,-73.98149,40.76175
118,-73.98229,40.76575
119,-73.97945,40.76457
120,-73.97595,40.76397
121,-73.97274,40.76265
122,-73.96949,40.7613
123,-73.97749,40.73506
124,-73.97743,40.73134
125,-73.97329,40.73783
126,-73.98434,40.73409
127,-73.98214,40.73718
128,-73.97986,40.74032
129,-73.97757,40.74344
130,-73.97529,40.74655
131,-73.97825,40.74942
132,-73.97297,40.74967
133,-73.97182,40.7533
134,-73.9695,40.75234
135,-73.96957,40.75642
136,-73.96725,40.75545
137,-73.96727,40.75957
138,-73.96495,40.75862
139,-73.96765,40.75072
140,-73.96208,40.75745
141,-74.04306,40.69512
142,-73.99015,40.77127
143,-73.98987,40.77535
144,-73.98618,40.77683
145,-74.00818,40.70461
146,-73.98485,40.7697
147,-73.98302,40.7722
148,-73.97981,40.77413
149,-73.98262,40.77532
150,-73.98075,40.7779
151,-73.97793,40.7767
